Fes,X,segment,state,case_count,year,Month,Week,weekday,day,Festival,Season,Festival1
9392,08-11-2018,2,WEST BENGAL,606,2018,11,45,5,8,NA,Autumn,0
9393,09-11-2018,2,ASSAM,662,2018,11,45,6,9,NA,Autumn,0
9394,09-11-2018,2,BIHAR,740,2018,11,45,6,9,NA,Autumn,0
9395,09-11-2018,2,CHHATTISGARH,92,2018,11,45,6,9,NA,Autumn,0
9396,09-11-2018,2,GUJARAT,61,2018,11,45,6,9,NA,Autumn,0
9397,09-11-2018,2,HARYANA,0,2018,11,45,6,9,NA,Autumn,0
9398,09-11-2018,2,JHARKHAND,378,2018,11,45,6,9,NA,Autumn,0
9399,09-11-2018,2,KERALA,280,2018,11,45,6,9,NA,Autumn,0
9400,09-11-2018,2,KARNATAKA,916,2018,11,45,6,9,NA,Autumn,0
9401,09-11-2018,2,MAHARASHTRA,62,2018,11,45,6,9,NA,Autumn,0
9402,09-11-2018,2,MADHYA PRADESH,227,2018,11,45,6,9,NA,Autumn,0
9403,09-11-2018,2,ORISSA,268,2018,11,45,6,9,NA,Autumn,0
9404,09-11-2018,2,PUNJAB,0,2018,11,45,6,9,NA,Autumn,0
9405,09-11-2018,2,TAMIL NADU,330,2018,11,45,6,9,NA,Autumn,0
9406,09-11-2018,2,TRIPURA,163,2018,11,45,6,9,NA,Autumn,0
9407,09-11-2018,2,UTTAR PRADESH,184,2018,11,45,6,9,NA,Autumn,0
9408,09-11-2018,2,WEST BENGAL,448,2018,11,45,6,9,NA,Autumn,0
9409,10-11-2018,2,ASSAM,1030,2018,11,45,7,10,NA,Autumn,0
9410,10-11-2018,2,BIHAR,1620,2018,11,45,7,10,NA,Autumn,0
9411,10-11-2018,2,CHHATTISGARH,157,2018,11,45,7,10,NA,Autumn,0
9412,10-11-2018,2,GUJARAT,49,2018,11,45,7,10,NA,Autumn,0
9413,10-11-2018,2,HARYANA,0,2018,11,45,7,10,NA,Autumn,0
9414,10-11-2018,2,JHARKHAND,807,2018,11,45,7,10,NA,Autumn,0
9415,10-11-2018,2,KERALA,370,2018,11,45,7,10,NA,Autumn,0
9416,10-11-2018,2,KARNATAKA,1126,2018,11,45,7,10,NA,Autumn,0
9417,10-11-2018,2,MAHARASHTRA,153,2018,11,45,7,10,NA,Autumn,0
9418,10-11-2018,2,MADHYA PRADESH,596,2018,11,45,7,10,NA,Autumn,0
9419,10-11-2018,2,ORISSA,264,2018,11,45,7,10,NA,Autumn,0
9420,10-11-2018,2,PUNJAB,0,2018,11,45,7,10,NA,Autumn,0
9421,10-11-2018,2,TAMIL NADU,567,2018,11,45,7,10,NA,Autumn,0
9422,10-11-2018,2,TRIPURA,182,2018,11,45,7,10,NA,Autumn,0
9423,10-11-2018,2,UTTAR PRADESH,392,2018,11,45,7,10,NA,Autumn,0
9424,10-11-2018,2,WEST BENGAL,607,2018,11,45,7,10,NA,Autumn,0
9425,11-11-2018,2,ASSAM,420,2018,11,46,1,11,NA,Autumn,0
9426,11-11-2018,2,BIHAR,3072,2018,11,46,1,11,NA,Autumn,0
9427,11-11-2018,2,CHHATTISGARH,164,2018,11,46,1,11,NA,Autumn,0
9428,11-11-2018,2,GUJARAT,125,2018,11,46,1,11,NA,Autumn,0
9429,11-11-2018,2,HARYANA,0,2018,11,46,1,11,NA,Autumn,0
9430,11-11-2018,2,JHARKHAND,452,2018,11,46,1,11,NA,Autumn,0
9431,11-11-2018,2,KERALA,196,2018,11,46,1,11,NA,Autumn,0
9432,11-11-2018,2,KARNATAKA,1818,2018,11,46,1,11,NA,Autumn,0
9433,11-11-2018,2,MAHARASHTRA,125,2018,11,46,1,11,NA,Autumn,0
9434,11-11-2018,2,MADHYA PRADESH,887,2018,11,46,1,11,NA,Autumn,0
9435,11-11-2018,2,ORISSA,516,2018,11,46,1,11,NA,Autumn,0
9436,11-11-2018,2,PUNJAB,0,2018,11,46,1,11,NA,Autumn,0
9437,11-11-2018,2,TAMIL NADU,1281,2018,11,46,1,11,NA,Autumn,0
9438,11-11-2018,2,TRIPURA,76,2018,11,46,1,11,NA,Autumn,0
9439,11-11-2018,2,UTTAR PRADESH,443,2018,11,46,1,11,NA,Autumn,0
9440,11-11-2018,2,WEST BENGAL,981,2018,11,46,1,11,NA,Autumn,0
9441,12-11-2018,2,ASSAM,2174,2018,11,46,2,12,NA,Autumn,0
9442,12-11-2018,2,BIHAR,1647,2018,11,46,2,12,NA,Autumn,0
9443,12-11-2018,2,CHHATTISGARH,322,2018,11,46,2,12,NA,Autumn,0
9444,12-11-2018,2,GUJARAT,413,2018,11,46,2,12,NA,Autumn,0
9445,12-11-2018,2,HARYANA,0,2018,11,46,2,12,NA,Autumn,0
9446,12-11-2018,2,JHARKHAND,379,2018,11,46,2,12,NA,Autumn,0
9447,12-11-2018,2,KERALA,820,2018,11,46,2,12,NA,Autumn,0
9448,12-11-2018,2,KARNATAKA,3415,2018,11,46,2,12,NA,Autumn,0
9449,12-11-2018,2,MAHARASHTRA,440,2018,11,46,2,12,NA,Autumn,0
9450,12-11-2018,2,MADHYA PRADESH,1323,2018,11,46,2,12,NA,Autumn,0
9451,12-11-2018,2,ORISSA,847,2018,11,46,2,12,NA,Autumn,0
9452,12-11-2018,2,PUNJAB,0,2018,11,46,2,12,NA,Autumn,0
9453,12-11-2018,2,TAMIL NADU,5273,2018,11,46,2,12,NA,Autumn,0
9454,12-11-2018,2,TRIPURA,299,2018,11,46,2,12,NA,Autumn,0
9455,12-11-2018,2,UTTAR PRADESH,723,2018,11,46,2,12,NA,Autumn,0
9456,12-11-2018,2,WEST BENGAL,1552,2018,11,46,2,12,NA,Autumn,0
9457,13-11-2018,2,ASSAM,2653,2018,11,46,3,13,NA,Autumn,0
9458,13-11-2018,2,BIHAR,93,2018,11,46,3,13,NA,Autumn,0
9459,13-11-2018,2,CHHATTISGARH,382,2018,11,46,3,13,NA,Autumn,0
9460,13-11-2018,2,GUJARAT,401,2018,11,46,3,13,NA,Autumn,0
9461,13-11-2018,2,HARYANA,0,2018,11,46,3,13,NA,Autumn,0
9462,13-11-2018,2,JHARKHAND,123,2018,11,46,3,13,NA,Autumn,0
9463,13-11-2018,2,KERALA,1518,2018,11,46,3,13,NA,Autumn,0
9464,13-11-2018,2,KARNATAKA,3644,2018,11,46,3,13,NA,Autumn,0
9465,13-11-2018,2,MAHARASHTRA,477,2018,11,46,3,13,NA,Autumn,0
9466,13-11-2018,2,MADHYA PRADESH,1335,2018,11,46,3,13,NA,Autumn,0
9467,13-11-2018,2,ORISSA,1099,2018,11,46,3,13,NA,Autumn,0
9468,13-11-2018,2,PUNJAB,0,2018,11,46,3,13,NA,Autumn,0
9469,13-11-2018,2,TAMIL NADU,7287,2018,11,46,3,13,NA,Autumn,0
9470,13-11-2018,2,TRIPURA,389,2018,11,46,3,13,NA,Autumn,0
9471,13-11-2018,2,UTTAR PRADESH,564,2018,11,46,3,13,NA,Autumn,0
9472,13-11-2018,2,WEST BENGAL,2421,2018,11,46,3,13,NA,Autumn,0
9473,14-11-2018,2,ASSAM,2636,2018,11,46,4,14,NA,Autumn,0
9474,14-11-2018,2,BIHAR,185,2018,11,46,4,14,NA,Autumn,0
9475,14-11-2018,2,CHHATTISGARH,478,2018,11,46,4,14,NA,Autumn,0
9476,14-11-2018,2,GUJARAT,565,2018,11,46,4,14,NA,Autumn,0
9477,14-11-2018,2,HARYANA,0,2018,11,46,4,14,NA,Autumn,0
9478,14-11-2018,2,JHARKHAND,54,2018,11,46,4,14,NA,Autumn,0
9479,14-11-2018,2,KERALA,1739,2018,11,46,4,14,NA,Autumn,0
9480,14-11-2018,2,KARNATAKA,3619,2018,11,46,4,14,NA,Autumn,0
9481,14-11-2018,2,MAHARASHTRA,674,2018,11,46,4,14,NA,Autumn,0
9482,14-11-2018,2,MADHYA PRADESH,1332,2018,11,46,4,14,NA,Autumn,0
9483,14-11-2018,2,ORISSA,1201,2018,11,46,4,14,NA,Autumn,0
9484,14-11-2018,2,PUNJAB,0,2018,11,46,4,14,NA,Autumn,0
9485,14-11-2018,2,TAMIL NADU,7664,2018,11,46,4,14,NA,Autumn,0
9486,14-11-2018,2,TRIPURA,390,2018,11,46,4,14,NA,Autumn,0
9487,14-11-2018,2,UTTAR PRADESH,513,2018,11,46,4,14,NA,Autumn,0
9488,14-11-2018,2,WEST BENGAL,2738,2018,11,46,4,14,NA,Autumn,0
9489,15-11-2018,2,ASSAM,2448,2018,11,46,5,15,NA,Autumn,0
9490,15-11-2018,2,BIHAR,2036,2018,11,46,5,15,NA,Autumn,0
9491,15-11-2018,2,CHHATTISGARH,449,2018,11,46,5,15,NA,Autumn,0
9492,15-11-2018,2,GUJARAT,503,2018,11,46,5,15,NA,Autumn,0
9493,15-11-2018,2,HARYANA,0,2018,11,46,5,15,NA,Autumn,0
9494,15-11-2018,2,JHARKHAND,386,2018,11,46,5,15,NA,Autumn,0
9495,15-11-2018,2,KERALA,1574,2018,11,46,5,15,NA,Autumn,0
9496,15-11-2018,2,KARNATAKA,3620,2018,11,46,5,15,NA,Autumn,0
9497,15-11-2018,2,MAHARASHTRA,590,2018,11,46,5,15,NA,Autumn,0
9498,15-11-2018,2,MADHYA PRADESH,1548,2018,11,46,5,15,NA,Autumn,0
9499,15-11-2018,2,ORISSA,1230,2018,11,46,5,15,NA,Autumn,0
9500,15-11-2018,2,PUNJAB,0,2018,11,46,5,15,NA,Autumn,0
9501,15-11-2018,2,TAMIL NADU,8823,2018,11,46,5,15,NA,Autumn,0
9502,15-11-2018,2,TRIPURA,385,2018,11,46,5,15,NA,Autumn,0
9503,15-11-2018,2,UTTAR PRADESH,605,2018,11,46,5,15,NA,Autumn,0
9504,15-11-2018,2,WEST BENGAL,2672,2018,11,46,5,15,NA,Autumn,0
9505,16-11-2018,2,ASSAM,2304,2018,11,46,6,16,NA,Autumn,0
9506,16-11-2018,2,BIHAR,4223,2018,11,46,6,16,NA,Autumn,0
9507,16-11-2018,2,CHHATTISGARH,461,2018,11,46,6,16,NA,Autumn,0
9508,16-11-2018,2,GUJARAT,668,2018,11,46,6,16,NA,Autumn,0
9509,16-11-2018,2,HARYANA,0,2018,11,46,6,16,NA,Autumn,0
9510,16-11-2018,2,JHARKHAND,747,2018,11,46,6,16,NA,Autumn,0
9511,16-11-2018,2,KERALA,1198,2018,11,46,6,16,NA,Autumn,0
9512,16-11-2018,2,KARNATAKA,3220,2018,11,46,6,16,NA,Autumn,0
9513,16-11-2018,2,MAHARASHTRA,582,2018,11,46,6,16,NA,Autumn,0
9514,16-11-2018,2,MADHYA PRADESH,1427,2018,11,46,6,16,NA,Autumn,0
9515,16-11-2018,2,ORISSA,1378,2018,11,46,6,16,NA,Autumn,0
9516,16-11-2018,2,PUNJAB,0,2018,11,46,6,16,NA,Autumn,0
9517,16-11-2018,2,TAMIL NADU,6022,2018,11,46,6,16,NA,Autumn,0
9518,16-11-2018,2,TRIPURA,477,2018,11,46,6,16,NA,Autumn,0
9519,16-11-2018,2,UTTAR PRADESH,594,2018,11,46,6,16,NA,Autumn,0
9520,16-11-2018,2,WEST BENGAL,2134,2018,11,46,6,16,NA,Autumn,0
9521,17-11-2018,2,ASSAM,2723,2018,11,46,7,17,NA,Autumn,0
9522,17-11-2018,2,BIHAR,5326,2018,11,46,7,17,NA,Autumn,0
9523,17-11-2018,2,CHHATTISGARH,442,2018,11,46,7,17,NA,Autumn,0
9524,17-11-2018,2,GUJARAT,778,2018,11,46,7,17,NA,Autumn,0
9525,17-11-2018,2,HARYANA,0,2018,11,46,7,17,NA,Autumn,0
9526,17-11-2018,2,JHARKHAND,627,2018,11,46,7,17,NA,Autumn,0
9527,17-11-2018,2,KERALA,850,2018,11,46,7,17,NA,Autumn,0
9528,17-11-2018,2,KARNATAKA,3639,2018,11,46,7,17,NA,Autumn,0
9529,17-11-2018,2,MAHARASHTRA,767,2018,11,46,7,17,NA,Autumn,0
9530,17-11-2018,2,MADHYA PRADESH,1543,2018,11,46,7,17,NA,Autumn,0
9531,17-11-2018,2,ORISSA,1500,2018,11,46,7,17,NA,Autumn,0
9532,17-11-2018,2,PUNJAB,0,2018,11,46,7,17,NA,Autumn,0
9533,17-11-2018,2,TAMIL NADU,8197,2018,11,46,7,17,NA,Autumn,0
9534,17-11-2018,2,TRIPURA,366,2018,11,46,7,17,NA,Autumn,0
9535,17-11-2018,2,UTTAR PRADESH,516,2018,11,46,7,17,NA,Autumn,0
9536,17-11-2018,2,WEST BENGAL,2095,2018,11,46,7,17,NA,Autumn,0
9537,18-11-2018,2,ASSAM,558,2018,11,47,1,18,NA,Autumn,0
9538,18-11-2018,2,BIHAR,4435,2018,11,47,1,18,NA,Autumn,0
9539,18-11-2018,2,CHHATTISGARH,332,2018,11,47,1,18,NA,Autumn,0
9540,18-11-2018,2,GUJARAT,292,2018,11,47,1,18,NA,Autumn,0
9541,18-11-2018,2,HARYANA,0,2018,11,47,1,18,NA,Autumn,0
9542,18-11-2018,2,JHARKHAND,535,2018,11,47,1,18,NA,Autumn,0
9543,18-11-2018,2,KERALA,355,2018,11,47,1,18,NA,Autumn,0
9544,18-11-2018,2,KARNATAKA,2026,2018,11,47,1,18,NA,Autumn,0
9545,18-11-2018,2,MAHARASHTRA,360,2018,11,47,1,18,NA,Autumn,0
9546,18-11-2018,2,MADHYA PRADESH,1006,2018,11,47,1,18,NA,Autumn,0
9547,18-11-2018,2,ORISSA,1565,2018,11,47,1,18,NA,Autumn,0
9548,18-11-2018,2,PUNJAB,0,2018,11,47,1,18,NA,Autumn,0
9549,18-11-2018,2,TAMIL NADU,5298,2018,11,47,1,18,NA,Autumn,0
9550,18-11-2018,2,TRIPURA,231,2018,11,47,1,18,NA,Autumn,0
9551,18-11-2018,2,UTTAR PRADESH,471,2018,11,47,1,18,NA,Autumn,0
9552,18-11-2018,2,WEST BENGAL,1732,2018,11,47,1,18,NA,Autumn,0
9553,19-11-2018,2,ASSAM,2300,2018,11,47,2,19,NA,Autumn,0
9554,19-11-2018,2,BIHAR,5219,2018,11,47,2,19,NA,Autumn,0
9555,19-11-2018,2,CHHATTISGARH,555,2018,11,47,2,19,NA,Autumn,0
9556,19-11-2018,2,GUJARAT,686,2018,11,47,2,19,NA,Autumn,0
9557,19-11-2018,2,HARYANA,0,2018,11,47,2,19,NA,Autumn,0
9558,19-11-2018,2,JHARKHAND,518,2018,11,47,2,19,NA,Autumn,0
9559,19-11-2018,2,KERALA,1351,2018,11,47,2,19,NA,Autumn,0
9560,19-11-2018,2,KARNATAKA,3275,2018,11,47,2,19,NA,Autumn,0
9561,19-11-2018,2,MAHARASHTRA,688,2018,11,47,2,19,NA,Autumn,0
9562,19-11-2018,2,MADHYA PRADESH,1638,2018,11,47,2,19,NA,Autumn,0
9563,19-11-2018,2,ORISSA,1556,2018,11,47,2,19,NA,Autumn,0
9564,19-11-2018,2,PUNJAB,0,2018,11,47,2,19,NA,Autumn,0
9565,19-11-2018,2,TAMIL NADU,7854,2018,11,47,2,19,NA,Autumn,0
9566,19-11-2018,2,TRIPURA,260,2018,11,47,2,19,NA,Autumn,0
9567,19-11-2018,2,UTTAR PRADESH,779,2018,11,47,2,19,NA,Autumn,0
9568,19-11-2018,2,WEST BENGAL,2285,2018,11,47,2,19,NA,Autumn,0
9569,20-11-2018,2,ASSAM,2300,2018,11,47,3,20,NA,Autumn,0
9570,20-11-2018,2,BIHAR,5196,2018,11,47,3,20,NA,Autumn,0
9571,20-11-2018,2,CHHATTISGARH,275,2018,11,47,3,20,NA,Autumn,0
9572,20-11-2018,2,GUJARAT,680,2018,11,47,3,20,NA,Autumn,0
9573,20-11-2018,2,HARYANA,0,2018,11,47,3,20,NA,Autumn,0
9574,20-11-2018,2,JHARKHAND,516,2018,11,47,3,20,NA,Autumn,0
9575,20-11-2018,2,KERALA,1397,2018,11,47,3,20,NA,Autumn,0
9576,20-11-2018,2,KARNATAKA,3234,2018,11,47,3,20,NA,Autumn,0
9577,20-11-2018,2,MAHARASHTRA,674,2018,11,47,3,20,NA,Autumn,0
9578,20-11-2018,2,MADHYA PRADESH,1366,2018,11,47,3,20,NA,Autumn,0
9579,20-11-2018,2,ORISSA,1564,2018,11,47,3,20,NA,Autumn,0
9580,20-11-2018,2,PUNJAB,0,2018,11,47,3,20,NA,Autumn,0
9581,20-11-2018,2,TAMIL NADU,8480,2018,11,47,3,20,NA,Autumn,0
9582,20-11-2018,2,TRIPURA,573,2018,11,47,3,20,NA,Autumn,0
9583,20-11-2018,2,UTTAR PRADESH,559,2018,11,47,3,20,NA,Autumn,0
9584,20-11-2018,2,WEST BENGAL,2415,2018,11,47,3,20,NA,Autumn,0
9585,21-11-2018,2,ASSAM,2355,2018,11,47,4,21,NA,Autumn,0
9586,21-11-2018,2,BIHAR,4899,2018,11,47,4,21,NA,Autumn,0
9587,21-11-2018,2,CHHATTISGARH,567,2018,11,47,4,21,NA,Autumn,0
9588,21-11-2018,2,GUJARAT,604,2018,11,47,4,21,NA,Autumn,0
9589,21-11-2018,2,HARYANA,0,2018,11,47,4,21,NA,Autumn,0
9590,21-11-2018,2,JHARKHAND,569,2018,11,47,4,21,NA,Autumn,0
9591,21-11-2018,2,KERALA,1655,2018,11,47,4,21,NA,Autumn,0
9592,21-11-2018,2,KARNATAKA,3312,2018,11,47,4,21,NA,Autumn,0
9593,21-11-2018,2,MAHARASHTRA,666,2018,11,47,4,21,NA,Autumn,0
9594,21-11-2018,2,MADHYA PRADESH,1158,2018,11,47,4,21,NA,Autumn,0
9595,21-11-2018,2,ORISSA,1341,2018,11,47,4,21,NA,Autumn,0
9596,21-11-2018,2,PUNJAB,0,2018,11,47,4,21,NA,Autumn,0
9597,21-11-2018,2,TAMIL NADU,8354,2018,11,47,4,21,NA,Autumn,0
9598,21-11-2018,2,TRIPURA,462,2018,11,47,4,21,NA,Autumn,0
9599,21-11-2018,2,UTTAR PRADESH,415,2018,11,47,4,21,NA,Autumn,0
9600,21-11-2018,2,WEST BENGAL,2501,2018,11,47,4,21,NA,Autumn,0
9601,22-11-2018,2,ASSAM,2051,2018,11,47,5,22,NA,Autumn,0
9602,22-11-2018,2,BIHAR,4318,2018,11,47,5,22,NA,Autumn,0
9603,22-11-2018,2,CHHATTISGARH,442,2018,11,47,5,22,NA,Autumn,0
9604,22-11-2018,2,GUJARAT,577,2018,11,47,5,22,NA,Autumn,0
9605,22-11-2018,2,HARYANA,0,2018,11,47,5,22,NA,Autumn,0
9606,22-11-2018,2,JHARKHAND,616,2018,11,47,5,22,NA,Autumn,0
9607,22-11-2018,2,KERALA,1749,2018,11,47,5,22,NA,Autumn,0
9608,22-11-2018,2,KARNATAKA,3226,2018,11,47,5,22,NA,Autumn,0
9609,22-11-2018,2,MAHARASHTRA,735,2018,11,47,5,22,NA,Autumn,0
9610,22-11-2018,2,MADHYA PRADESH,1277,2018,11,47,5,22,NA,Autumn,0
9611,22-11-2018,2,ORISSA,1193,2018,11,47,5,22,NA,Autumn,0
9612,22-11-2018,2,PUNJAB,0,2018,11,47,5,22,NA,Autumn,0
9613,22-11-2018,2,TAMIL NADU,7746,2018,11,47,5,22,NA,Autumn,0
9614,22-11-2018,2,TRIPURA,540,2018,11,47,5,22,NA,Autumn,0
9615,22-11-2018,2,UTTAR PRADESH,543,2018,11,47,5,22,NA,Autumn,0
9616,22-11-2018,2,WEST BENGAL,2415,2018,11,47,5,22,NA,Autumn,0
9617,23-11-2018,2,ASSAM,2142,2018,11,47,6,23,NA,Autumn,0
9618,23-11-2018,2,BIHAR,4100,2018,11,47,6,23,NA,Autumn,0
9619,23-11-2018,2,CHHATTISGARH,498,2018,11,47,6,23,NA,Autumn,0
9620,23-11-2018,2,GUJARAT,530,2018,11,47,6,23,NA,Autumn,0
9621,23-11-2018,2,HARYANA,0,2018,11,47,6,23,NA,Autumn,0
9622,23-11-2018,2,JHARKHAND,547,2018,11,47,6,23,NA,Autumn,0
9623,23-11-2018,2,KERALA,1384,2018,11,47,6,23,NA,Autumn,0
9624,23-11-2018,2,KARNATAKA,3115,2018,11,47,6,23,NA,Autumn,0
9625,23-11-2018,2,MAHARASHTRA,666,2018,11,47,6,23,NA,Autumn,0
9626,23-11-2018,2,MADHYA PRADESH,1133,2018,11,47,6,23,NA,Autumn,0
9627,23-11-2018,2,ORISSA,887,2018,11,47,6,23,NA,Autumn,0
9628,23-11-2018,2,PUNJAB,0,2018,11,47,6,23,NA,Autumn,0
9629,23-11-2018,2,TAMIL NADU,6892,2018,11,47,6,23,NA,Autumn,0
9630,23-11-2018,2,TRIPURA,477,2018,11,47,6,23,NA,Autumn,0
9631,23-11-2018,2,UTTAR PRADESH,495,2018,11,47,6,23,NA,Autumn,0
9632,23-11-2018,2,WEST BENGAL,2043,2018,11,47,6,23,NA,Autumn,0
9633,24-11-2018,2,ASSAM,1996,2018,11,47,7,24,NA,Autumn,0
9634,24-11-2018,2,BIHAR,3812,2018,11,47,7,24,NA,Autumn,0
9635,24-11-2018,2,CHHATTISGARH,447,2018,11,47,7,24,NA,Autumn,0
9636,24-11-2018,2,GUJARAT,570,2018,11,47,7,24,NA,Autumn,0
9637,24-11-2018,2,HARYANA,0,2018,11,47,7,24,NA,Autumn,0
9638,24-11-2018,2,JHARKHAND,565,2018,11,47,7,24,NA,Autumn,0
9639,24-11-2018,2,KERALA,1359,2018,11,47,7,24,NA,Autumn,0
9640,24-11-2018,2,KARNATAKA,3233,2018,11,47,7,24,NA,Autumn,0
9641,24-11-2018,2,MAHARASHTRA,596,2018,11,47,7,24,NA,Autumn,0
9642,24-11-2018,2,MADHYA PRADESH,949,2018,11,47,7,24,NA,Autumn,0
9643,24-11-2018,2,ORISSA,707,2018,11,47,7,24,NA,Autumn,0
9644,24-11-2018,2,PUNJAB,0,2018,11,47,7,24,NA,Autumn,0
9645,24-11-2018,2,TAMIL NADU,7731,2018,11,47,7,24,NA,Autumn,0
9646,24-11-2018,2,TRIPURA,424,2018,11,47,7,24,NA,Autumn,0
9647,24-11-2018,2,UTTAR PRADESH,534,2018,11,47,7,24,NA,Autumn,0
9648,24-11-2018,2,WEST BENGAL,1822,2018,11,47,7,24,NA,Autumn,0
9649,25-11-2018,2,ASSAM,1238,2018,11,48,1,25,NA,Autumn,0
9650,25-11-2018,2,BIHAR,2449,2018,11,48,1,25,NA,Autumn,0
9651,25-11-2018,2,CHHATTISGARH,309,2018,11,48,1,25,NA,Autumn,0
9652,25-11-2018,2,GUJARAT,284,2018,11,48,1,25,NA,Autumn,0
9653,25-11-2018,2,HARYANA,0,2018,11,48,1,25,NA,Autumn,0
9654,25-11-2018,2,JHARKHAND,404,2018,11,48,1,25,NA,Autumn,0
9655,25-11-2018,2,KERALA,469,2018,11,48,1,25,NA,Autumn,0
9656,25-11-2018,2,KARNATAKA,1595,2018,11,48,1,25,NA,Autumn,0
9657,25-11-2018,2,MAHARASHTRA,423,2018,11,48,1,25,NA,Autumn,0
9658,25-11-2018,2,MADHYA PRADESH,937,2018,11,48,1,25,NA,Autumn,0
9659,25-11-2018,2,ORISSA,623,2018,11,48,1,25,NA,Autumn,0
9660,25-11-2018,2,PUNJAB,0,2018,11,48,1,25,NA,Autumn,0
9661,25-11-2018,2,TAMIL NADU,5168,2018,11,48,1,25,NA,Autumn,0
9662,25-11-2018,2,TRIPURA,324,2018,11,48,1,25,NA,Autumn,0
9663,25-11-2018,2,UTTAR PRADESH,261,2018,11,48,1,25,NA,Autumn,0
9664,25-11-2018,2,WEST BENGAL,1051,2018,11,48,1,25,NA,Autumn,0
9665,26-11-2018,2,ASSAM,2257,2018,11,48,2,26,NA,Autumn,0
9666,26-11-2018,2,BIHAR,3718,2018,11,48,2,26,NA,Autumn,0
9667,26-11-2018,2,CHHATTISGARH,515,2018,11,48,2,26,NA,Autumn,0
9668,26-11-2018,2,GUJARAT,490,2018,11,48,2,26,NA,Autumn,0
9669,26-11-2018,2,HARYANA,0,2018,11,48,2,26,NA,Autumn,0
9670,26-11-2018,2,JHARKHAND,400,2018,11,48,2,26,NA,Autumn,0
9671,26-11-2018,2,KERALA,1501,2018,11,48,2,26,NA,Autumn,0
9672,26-11-2018,2,KARNATAKA,2523,2018,11,48,2,26,NA,Autumn,0
9673,26-11-2018,2,MAHARASHTRA,518,2018,11,48,2,26,NA,Autumn,0
9674,26-11-2018,2,MADHYA PRADESH,1227,2018,11,48,2,26,NA,Autumn,0
9675,26-11-2018,2,ORISSA,727,2018,11,48,2,26,NA,Autumn,0
9676,26-11-2018,2,PUNJAB,0,2018,11,48,2,26,NA,Autumn,0
9677,26-11-2018,2,TAMIL NADU,8551,2018,11,48,2,26,NA,Autumn,0
9678,26-11-2018,2,TRIPURA,364,2018,11,48,2,26,NA,Autumn,0
9679,26-11-2018,2,UTTAR PRADESH,611,2018,11,48,2,26,NA,Autumn,0
9680,26-11-2018,2,WEST BENGAL,1399,2018,11,48,2,26,NA,Autumn,0
9681,27-11-2018,2,ASSAM,2307,2018,11,48,3,27,NA,Autumn,0
9682,27-11-2018,2,BIHAR,3043,2018,11,48,3,27,NA,Autumn,0
9683,27-11-2018,2,CHHATTISGARH,468,2018,11,48,3,27,NA,Autumn,0
9684,27-11-2018,2,GUJARAT,330,2018,11,48,3,27,NA,Autumn,0
9685,27-11-2018,2,HARYANA,0,2018,11,48,3,27,NA,Autumn,0
9686,27-11-2018,2,JHARKHAND,384,2018,11,48,3,27,NA,Autumn,0
9687,27-11-2018,2,KERALA,1314,2018,11,48,3,27,NA,Autumn,0
9688,27-11-2018,2,KARNATAKA,2777,2018,11,48,3,27,NA,Autumn,0
9689,27-11-2018,2,MAHARASHTRA,395,2018,11,48,3,27,NA,Autumn,0
9690,27-11-2018,2,MADHYA PRADESH,872,2018,11,48,3,27,NA,Autumn,0
9691,27-11-2018,2,ORISSA,1048,2018,11,48,3,27,NA,Autumn,0
9692,27-11-2018,2,PUNJAB,0,2018,11,48,3,27,NA,Autumn,0
9693,27-11-2018,2,TAMIL NADU,8899,2018,11,48,3,27,NA,Autumn,0
9694,27-11-2018,2,TRIPURA,580,2018,11,48,3,27,NA,Autumn,0
9695,27-11-2018,2,UTTAR PRADESH,359,2018,11,48,3,27,NA,Autumn,0
9696,27-11-2018,2,WEST BENGAL,1488,2018,11,48,3,27,NA,Autumn,0
9697,28-11-2018,2,ASSAM,1037,2018,11,48,4,28,NA,Autumn,0
9698,28-11-2018,2,BIHAR,1854,2018,11,48,4,28,NA,Autumn,0
9699,28-11-2018,2,CHHATTISGARH,365,2018,11,48,4,28,NA,Autumn,0
9700,28-11-2018,2,GUJARAT,325,2018,11,48,4,28,NA,Autumn,0
9701,28-11-2018,2,HARYANA,0,2018,11,48,4,28,NA,Autumn,0
9702,28-11-2018,2,JHARKHAND,478,2018,11,48,4,28,NA,Autumn,0
9703,28-11-2018,2,KERALA,585,2018,11,48,4,28,NA,Autumn,0
9704,28-11-2018,2,KARNATAKA,2279,2018,11,48,4,28,NA,Autumn,0
9705,28-11-2018,2,MAHARASHTRA,372,2018,11,48,4,28,NA,Autumn,0
9706,28-11-2018,2,MADHYA PRADESH,372,2018,11,48,4,28,NA,Autumn,0
9707,28-11-2018,2,ORISSA,656,2018,11,48,4,28,NA,Autumn,0
9708,28-11-2018,2,PUNJAB,0,2018,11,48,4,28,NA,Autumn,0
9709,28-11-2018,2,TAMIL NADU,7546,2018,11,48,4,28,NA,Autumn,0
9710,28-11-2018,2,TRIPURA,371,2018,11,48,4,28,NA,Autumn,0
9711,28-11-2018,2,UTTAR PRADESH,271,2018,11,48,4,28,NA,Autumn,0
9712,28-11-2018,2,WEST BENGAL,792,2018,11,48,4,28,NA,Autumn,0
9713,29-11-2018,2,ASSAM,215,2018,11,48,5,29,NA,Autumn,0
